gene	baseMean	log2FoldChange	lfcSE	pvalue	padj
YMR174C	4395.32561982207	5.50845573972417	0.185427411259786	4.12117083186607e-195	2.78549936525828e-191
YBR072W	30071.4867777567	6.51881401653432	0.230257610585591	3.49260049065986e-177	1.1803243358185e-173
YBR117C	7645.24915858536	7.43443815195375	0.269853150890235	2.97766393444817e-168	6.70867684431173e-165
YGR256W	7223.14402959934	6.7767332450017	0.282906819861775	6.80072886168168e-128	1.14915315940266e-124
YMR175W	8536.52833766588	7.52297906912965	0.334680265537106	3.59351320211836e-113	4.85771114662359e-110
YPL223C	4525.19392267159	7.10708682860745	0.322303355110988	8.50157185771631e-109	9.57702069771742e-106
YGL121C	4736.48160249563	4.32994283627288	0.196830093497724	1.8738179973456e-108	1.80930512057985e-105
YKR076W	3379.9311753684	4.29598636099017	0.23326454429579	6.94725959225342e-77	5.86956594800511e-74
YMR175W-A	768.664101972221	7.87893780338029	0.427148964869155	2.03127460772456e-76	1.52548723040114e-73
YKR049C	4006.8719377056	2.90460147905472	0.175764795081693	2.24227953786887e-62	1.51555673964557e-59
YIL136W	16208.22853221	4.22441219269859	0.26012819997262	1.55314569687919e-60	9.54337433200589e-58
YMR090W	8161.68549995371	3.39165359754897	0.210968501692497	2.53624012521065e-59	1.4285372505249e-56
YBL075C	4682.70705924448	4.58327478464964	0.285395426657324	3.12459842220963e-59	1.62455082582422e-56
YML042W	1254.69255548557	3.55895033229268	0.235854635049824	1.52648665873909e-52	7.36965951886964e-50
YOR120W	6784.09457997331	3.15936080344043	0.210072159593747	2.79751057390355e-52	1.26055826460094e-49
YDL130W-A	4002.74725642268	2.40570651043801	0.161202272145017	2.70506901894934e-51	1.14272259369241e-48
YDL085W	1077.05202644188	5.56501496928051	0.374983562159917	6.91683688236089e-51	2.75005296987513e-48
YGL156W	3819.65646594884	3.56242343977602	0.240561314279215	1.01869889442669e-50	3.82521434857224e-48
