gene	baseMean	log2FoldChange	lfcSE	pvalue	padj
C20orf144	0.731955470782683	0.0154041887022244	0.185458525829606	0.362994672939171	NA
C20orf151	0.104027249105564	-0.000407965192588257	0.184906854769599	1	NA
C20orf166	0.111548257819013	-0.000412596183942292	0.184906812641843	1	NA
C20orf173	0.627771840921632	-0.00330304934748618	0.184480031721227	0.780423775150561	NA
C20orf195	1.42430907291847	-0.0151818804343657	0.184725239048143	0.465034358375544	NA
C20orf197	1.60491666720943	0.0287200401881948	0.187120363170002	0.158788040699743	NA
C20orf201	0.0798889051399545	0.00422810658511014	0.184900569799211	0.831367713942131	NA
C20orf202	3.49360681052416	0.00174844135259674	0.182335794709777	0.954597142476286	NA
C20orf203	1.81885433041404	-0.00759284411208944	0.18436342174724	0.674252633361847	NA
C20orf54	2.12063230120845	-0.00236063742356886	0.183210184712168	0.923953631727395	NA
C20orf79	0.0798889051399545	0.00422810658511014	0.184900569799211	0.831367713942131	NA
C20orf85	0	NA	NA	NA	NA
C21orf128	0	NA	NA	NA	NA
C21orf15	0.725974084743157	-0.00283498256256971	0.184239654170733	0.857766730177285	NA
C21orf37	1.8775014765462	-0.0219795674176158	0.185856141752829	0.271291056925804	NA
C21orf54	0	NA	NA	NA	NA
C21orf62	0.129861596500583	-0.00333074217087265	0.184911339111921	0.769142730912541	NA
C21orf7	4.74433103985341	0.0637208429719526	0.19741844755223	0.0914502688907207	NA
C21orf90	1.93356861430796	0.0448514776783776	0.191545123476666	0.061911757647456	NA
C21orf91-OT1	1.09142316071146	-0.0167288287301351	0.185353914455298	0.283712163605522	NA
C22orf15	0	NA	NA	NA	NA
C22orf24	3.40596051856833	0.0484519824298756	0.191548205258035	0.137310159544145	NA
C22orf31	0.191278119184428	-0.000411228365872191	0.18490628375285	1	NA
C22orf34	1.49843320016284	-0.0072722902303304	0.183766699333152	0.754843518438075	NA
C22orf42	0.167163359247423	-0.00349023033597277	0.184919104179266	0.769142730912541	NA
C22orf45	0.538519971782408	0.00580698055735688	0.184645936395005	0.605922950662437	NA
C2CD4B	0.96223664959458	-0.00797534829141273	0.184556276857892	0.571882149968324	NA
C2CD4D	0.129861596500583	-0.00333074217087265	0.184911339111921	0.769142730912541	NA
C2orf16	0.954869391204451	0.0153289801013096	0.185106859855498	0.33531017168704	NA
C2orf27B	0	NA	NA	NA	NA
C2orf40	0.271190608352987	-0.00492231830185525	0.184924290695257	0.720705937341408	NA
C2orf50	3.51157101304942	-0.0249692892402041	0.184454780133709	0.437241894805938	NA
C2orf51	2.96064169209201	0.0564900534529698	0.194836286375269	0.0915247698046262	NA
C2orf53	0.209750501640538	3.94140136379258e-05	0.184739099206889	0.998436267543589	NA
C2orf54	0.676136853128463	0.0157751456220779	0.18532587792737	0.321010072410348	NA
C2orf57	0	NA	NA	NA	NA
C2orf61	2.58127127937474	0.0194384873476664	0.184237586539882	0.49442642438674	NA
C2orf62	1.01741820810958	0.0138732253523731	0.184774020876561	0.453452371009296	NA
C2orf65	0.863656392136921	-0.000508601001627091	0.184207746313116	0.97661419143631	NA
C2orf70	0	NA	NA	NA	NA
C2orf71	0.104027249105564	-0.000407965192588257	0.184906854769599	1	NA
C2orf73	0.547880305349511	0.000303437729337297	0.184472774254468	0.994497572169458	NA
C2orf78	2.56636074096386	0.0112576132389224	0.182997498477768	0.706973859063055	NA
C2orf80	0.167163359247423	-0.00349023033597277	0.184919104179266	0.769142730912541	NA
C2orf83	0	NA	NA	NA	NA
C2orf91	0	NA	NA	NA	NA
C3P1	0	NA	NA	NA	NA
C3orf15	3.43522201756287	-0.0408693299316503	0.18973346017053	0.133578166005323	NA
C3orf22	0.239666715419863	0.00681619746233481	0.185014469997726	0.573405460474938	NA
C3orf24	0.215395542140485	-0.00395297966811366	0.184906662785285	0.742446875587564	NA
C3orf27	0.937685716312001	0.0165461335298097	0.185151399650172	0.367865988418725	NA
C3orf30	0.104027249105564	-0.000407965192588257	0.184906854769599	1	NA
C3orf36	0.29528444728044	0.000263499609618271	0.184664894816714	0.996603160299674	NA
C3orf43	0.763275847489997	-0.00319360925965963	0.184295942285693	0.833716697708228	NA
C3orf45	1.33534476224936	-0.0164255746951696	0.185199882876151	0.358009026764914	NA
C3orf49	0.111368293034921	-0.00323151115669896	0.18490690724056	0.769142730912541	NA
C3orf51	0.129861596500583	-0.00333074217087265	0.184911339111921	0.769142730912541	NA
C3orf55	1.94627713549643	-0.0133313916697292	0.184461149241459	0.508767919827586	NA
C3orf65	0	NA	NA	NA	NA
C3orf74	1.27045185853649	0.0331198532645093	0.188560981155086	0.064633008539545	NA
C3orf77	0.241409854319596	-0.00436824543665198	0.184912114437378	0.731779788798291	NA
C3orf79	0	NA	NA	NA	NA
C4A	0	NA	NA	NA	NA
C4B	0	NA	NA	NA	NA
C4BPA	0	NA	NA	NA	NA
C4BPB	0.0798889051399545	0.00422810658511014	0.184900569799211	0.831367713942131	NA
C4orf17	0	NA	NA	NA	NA
C4orf22	3.70392563533005	0.00845112085833483	0.182551066489794	0.784942384073783	NA
C4orf26	4.62057840231128	-0.012811960634534	0.182276553527412	0.704930698554466	NA
C4orf37	5.1430815626715	0.0588213667280408	0.195455105660611	0.0973804732661573	NA
C4orf40	0	NA	NA	NA	NA
C4orf44	2.95891947420183	0.0749694378681786	0.205274365416212	0.0263242807189757	NA
C4orf45	0.233888845606147	-0.00428824378489973	0.184912192484127	0.734760659508148	NA
C4orf51	0	NA	NA	NA	NA
C4orf6	0.0798889051399545	0.00422810658511014	0.184900569799211	0.831367713942131	NA
C5orf20	0	NA	NA	NA	NA
C5orf38	0.462447806527863	-0.00429518799853631	0.184620297249294	0.746566564774109	NA
C5orf46	0	NA	NA	NA	NA
C5orf47	2.42925523273398	-0.0256977347027252	0.186074478343921	0.289580474469252	NA
C5orf48	3.4117567754559	-0.0348297843199215	0.187506973459991	0.224795124501075	NA
C5orf49	4.5749355754126	-0.0553142842166945	0.19365287794825	0.122204623180696	NA
C5orf52	0	NA	NA	NA	NA
C5orf58	2.61650813428188	-0.0422415740940066	0.191083039590147	0.0284264748616897	NA
C5orf60	2.44953986152842	0.0106663882882703	0.183365371316647	0.693509209636463	NA
C5orf64	0.13366468171471	0.00484463266227031	0.184927124218343	0.766176192955307	NA
C6	0	NA	NA	NA	NA
C6orf10	0	NA	NA	NA	NA
C6orf123	0.129861596500583	-0.00333074217087265	0.184911339111921	0.769142730912541	NA
C6orf15	0	NA	NA	NA	NA
C6orf195	2.99562213192823	0.0263477741114542	0.185196058210496	0.380404528735744	NA
C6orf201	0.0798889051399545	0.00422810658511014	0.184900569799211	0.831367713942131	NA
C6orf221	0.111548257819013	-0.000412596183942292	0.184906812641843	1	NA
C6orf25	0.834119843592874	0.0254578577659972	0.186990852990724	0.113934811508547	NA
C6orf58	0.777921560703375	-0.00343630301545587	0.184251475548211	0.824288037325125	NA
C6orf7	1.20712890373394	-0.00222329747562412	0.183970563496047	0.893132579448449	NA
C7	0.209750501640538	3.94140136379258e-05	0.184739099206889	0.998436267543589	NA
C7orf33	0.302985420777981	0.00544368561719409	0.184891582982875	0.787059526278589	NA
C7orf34	0	NA	NA	NA	NA
C7orf45	2.42048162965045	0.0212242919665158	0.184742981028274	0.428846328194284	NA
C7orf62	0	NA	NA	NA	NA
C7orf65	0	NA	NA	NA	NA
C7orf66	0	NA	NA	NA	NA
C7orf69	0	NA	NA	NA	NA
C7orf71	0	NA	NA	NA	NA
C7orf72	0	NA	NA	NA	NA
C8A	0	NA	NA	NA	NA
C8B	0.326943799959499	-0.00549153003718329	0.184906054628753	0.685032372755979	NA
C8G	3.85900911553494	-0.0417261807137245	0.18884555597474	0.207974471710326	NA
C8ORFK29	1.79213088929904	0.0215608755872126	0.185104213136332	0.392067828090997	NA
C8orf12	1.58382089264494	-0.00866752132298321	0.18397235396622	0.681136115156953	NA
C8orf22	0	NA	NA	NA	NA
C8orf39	2.01353140150765	0.0266704254870585	0.186032627223904	0.299064395685566	NA
C8orf44-SGK3	0.325101844673678	0.00955213581271164	0.185088709092261	0.506494897290371	NA
C8orf45	1.62883442230119	-0.0186661576888675	0.185128504818309	0.372111387042423	NA
C8orf56	0	NA	NA	NA	NA
C8orf69	0	NA	NA	NA	NA
C8orf71	0	NA	NA	NA	NA
C8orf74	0	NA	NA	NA	NA
C8orf75	0	NA	NA	NA	NA
C8orf80	1.86085158172515	0.0121263489761598	0.183943785749017	0.61187194055396	NA
C8orf84	0.969262537708421	-0.0098492681318737	0.184742352185834	0.47349845695369	NA
C8orf86	0.0798889051399545	0.00422810658511014	0.184900569799211	0.831367713942131	NA
C8orf87	0	NA	NA	NA	NA
C9	0.263805059385473	0.00700791890005105	0.184977058414604	0.634238135344108	NA
C9orf106	0.7966826211001	0.0129238823592914	0.184935942405586	0.40757001559041	NA
C9orf11	1.0922755478602	0.00179364592484842	0.184455757543168	0.933786347573333	NA
C9orf117	2.88500271797664	-0.0282789849489752	0.185703677305697	0.338345410126352	NA
C9orf128	0.545970592922839	-0.00640024843244374	0.184919407396138	0.660147522975574	NA
C9orf129	0.13366468171471	0.00484463266227031	0.184927124218343	0.766176192955307	NA
C9orf131	0	NA	NA	NA	NA
C9orf135	3.34253720986696	-0.0367665893978465	0.18775143641659	0.235358852428878	NA
C9orf146	0	NA	NA	NA	NA
C9orf153	0.519941506601941	-0.012559153237542	0.185319724140639	0.284499103760227	NA
C9orf170	0	NA	NA	NA	NA
C9orf171	3.40240956639381	-0.00309736164253961	0.182048890706955	0.921126585845641	NA
C9orf173	0.167163359247423	-0.00349023033597277	0.184919104179266	0.769142730912541	NA
C9orf174	0.111368293034921	-0.00323151115669896	0.18490690724056	0.769142730912541	NA
C9orf24	4.42556670245101	-0.0126833268387159	0.182023274120586	0.718959145127502	NA
C9orf29	0	NA	NA	NA	NA
C9orf50	1.57505598270738	-0.0117256944430679	0.184432163972756	0.555203907855387	NA
C9orf53	0.8281593785629	0.00999142511266394	0.18451454120826	0.562470040908675	NA
C9orf57	0	NA	NA	NA	NA
C9orf71	0	NA	NA	NA	NA
C9orf79	0.73529254370427	-0.00598888575866551	0.184453248478007	0.69524335662424	NA
C9orf84	0.278531652282345	-0.00592689122331555	0.184978570527747	0.535989511450268	NA
C9orf96	4.78264062872783	0.0267477337351817	0.183951717618151	0.463702018180384	NA
CA1	0	NA	NA	NA	NA
CA10	0	NA	NA	NA	NA
CA4	0.928664954056683	0.000483498817629265	0.184221826292755	0.973223269391237	NA
CA5A	0	NA	NA	NA	NA
CA6	0.0798889051399545	0.00422810658511014	0.184900569799211	0.831367713942131	NA
CA7	0	NA	NA	NA	NA
CABP2	0	NA	NA	NA	NA
CABP4	0.985832737490259	0.00166218566884078	0.183975205311642	0.932978556106926	NA
CABP5	0.685413144451266	0.0181081904945736	0.185863459365511	0.225821684504405	NA
CABS1	0	NA	NA	NA	NA
CACNA1A	1.5490512460108	0.0121821385835362	0.184229047679207	0.579241371822486	NA
CACNA1E	3.32410697073135	-0.0231086333804348	0.184267325124009	0.466525691237767	NA
CACNA1F	0.811406583564805	0.0017215247475735	0.184217329521529	0.9277208491585	NA
CACNA1I	4.13239509736137	0.00124890504266492	0.181494900874671	0.972017288534349	NA
CACNA1S	4.60016064486405	-0.0290983958649293	0.184718582393128	0.411463040920308	NA
CACNA2D4	3.94978165922559	-0.0273942859950297	0.184593540587935	0.418035731290176	NA
CACNG1	0	NA	NA	NA	NA
CACNG2	0	NA	NA	NA	NA
CACNG3	0.208054498211128	-0.000438288785408712	0.1849061262085	1	NA
CACNG5	2.23663840925615	-0.00542339980909251	0.183599877478851	0.81679399949972	NA
CADM3	0	NA	NA	NA	NA
CADPS	0.183916154245518	0.00424749973951617	0.184889885664685	0.821957428709284	NA
CALB1	1.56873301988213	-0.0244515649566673	0.186180278156229	0.242327782523649	NA
CALB2	2.10625326334289	0.00466487585495638	0.183575707693924	0.836896433971274	NA
CALCA	0.651886600858637	0.00217993268465574	0.184510177782843	0.93007628275045	NA
CALHM1	0.431151013849154	-0.00048408437676402	0.184904297687311	1	NA
CALHM3	1.46699018691321	-0.0053998421846309	0.183679027837594	0.804477091054828	NA
CALML3	0.245212939533723	0.00574717631898363	0.184926778862775	0.73382648299313	NA
CALML5	0	NA	NA	NA	NA
CALML6	4.66058928163447	0.00717767461426651	0.182762117159537	0.803513544187088	NA
CALN1	1.38218274415864	0.0245295118184401	0.186355570313517	0.177643682529041	NA
CALY	2.30701674694128	-0.0222018358326562	0.18537399279458	0.34927646236289	NA
