gene	baseMean	log2FoldChange	lfcSE	pvalue	padj
RFPL4A	25.0255122089899	1.34871462925418	0.388900636068206	2.67402552724384e-05	0.000235196474522175
COL17A1	16.065035641278	-2.17456228525682	0.624960354399828	3.2031518643779e-05	0.000275513509615762
ABCD2	43.9193595855086	-1.18561906306557	0.35258875332737	3.78585922612975e-05	0.000317738842486116
GREM2	40.3489976406818	-1.30767353854892	0.391603310997607	3.87306192323145e-05	0.000324216717013694
ADH1C	18.6604468332324	1.55378105039301	0.466467268328316	4.58662410667458e-05	0.000376824070198681
CNR1	43.0149006085091	-1.12805264771805	0.347518577784604	6.15796195686137e-05	0.000484212889460018
CCR4	24.9676321583774	1.28431450232649	0.399419684044038	6.57667159525951e-05	0.000513765363286647
INHBA	26.7062370888493	1.31245310339986	0.410711793937494	7.02171284689097e-05	0.000542814992635338
MLK7-AS1	19.9538458876885	1.44081296548031	0.456583130734109	7.43973270032527e-05	0.000570037955105591
HIST1H2BG	27.0269908361254	1.28066362757418	0.407306914157501	8.08257492338698e-05	0.000611770017403299
DIRAS2	29.6110671325077	-1.38819094568814	0.451754798502282	8.96738334492084e-05	0.00066898913009498
MAPK10	23.9813686929648	-1.52719277560223	0.493273401825334	9.88285669533468e-05	0.000726499569340388
ACSBG1	20.0807177478595	1.50530142733022	0.487759767171372	0.000104739201837931	0.000763821417148621
ASB9	43.0470112535458	-1.0145100002357	0.337323421126168	0.000123811589273005	0.000886311179276473
SEC16B	15.4630630660969	-1.89487319080286	0.646467047249661	0.000150741403690102	0.00105013365173556
VAT1L	27.3855113671839	-1.22271940565879	0.424811870639566	0.000176596126570843	0.00119653669577817
C8orf85	40.9036347407186	-1.01367718758418	0.350700081954803	0.000183135388803136	0.00123546987933584
C1orf127	19.6588715745583	-1.47879240486543	0.530435995335465	0.000214216259305694	0.00141092882503374
CAPN6	24.6582032821232	-1.30504807833083	0.468878941396989	0.000239104215441544	0.00155382827030994
TMEM132B	20.706321395876	1.36760991924717	0.489656608544775	0.000239839380675723	0.0015579558101692
ISM1	32.6919504324459	1.04489778989005	0.384189475596854	0.000313660484337687	0.00197091140158457
SLITRK6	25.6775019349923	-1.46777205414268	0.539092481555676	0.000321363148312977	0.00201039106878363
FLJ44511	38.0774644740699	-1.1065138311208	0.422727169552049	0.000382847648896185	0.00232771968261353
DAND5	20.733664135983	-1.59960342497239	0.619529580843602	0.000418603007900213	0.00250984567130932
C6orf222	15.0147933713996	1.41505412318435	0.560190143211438	0.000485631804572577	0.00283746684914742
ITGB1BP3	32.6919478729521	-1.09819395100443	0.440193185563269	0.000517692471582722	0.00299002433438786
KIF12	36.7497815011826	-1.02446733769096	0.417585977464285	0.000524397232397478	0.00302426349094984
MIR7-3HG	18.6082434300637	1.21906002536456	0.485444538836336	0.00053744638089539	0.00308694774159568
SLC24A2	12.2523740472766	-1.68004450335539	0.681679527798173	0.000546711241552813	0.00312977618877919
FGD3	28.6778685722884	-1.08098129912093	0.439909383323928	0.000589780704428629	0.00332501412699412
IQCD	29.7202482159903	-1.09103541829361	0.442707782031167	0.000601598517996308	0.0033842903989991
TRIM29	6.68594933871509	-3.24977732440844	1.19627395287495	0.000618905476884167	0.00346040581960684
SRGN	23.8883736286484	-1.24179590390528	0.512326132907269	0.000670360441611185	0.0036976645180515
SCN3A	16.1471064607999	-1.43848719807961	0.605194782471433	0.000681604348116486	0.00374774123918479
FGF19	18.2351284479533	-1.60105202550037	0.652818072570617	0.000712160567268505	0.00388557798821068
FCGR2A	21.4571054427284	-1.24333847780676	0.526854956135039	0.000718422209226711	0.00391425769609111
RAC2	34.475998470303	-1.04754514036818	0.445260151966924	0.000774882034079874	0.00418092741422314
HPX	19.4283915326631	1.15528840827936	0.492882582915281	0.000793687646359978	0.0042749904797197
STK31	12.788807314423	-1.60784034302799	0.702830720318125	0.00080826450205038	0.00433850315245995
TRPV6	16.9854568165687	-1.38266821972488	0.609258369533425	0.000840011375463261	0.00447958137473167
CEACAM22P	22.237794150418	1.07562878663424	0.460951481783245	0.000865110479715584	0.00459168362244773
ZBBX	30.8722065787481	-1.05170739314051	0.474065813386039	0.000957325052996044	0.00499572943065976
RAB25	16.1356839223721	-1.23164198739684	0.61866609149013	0.00150580506415097	0.00732539833987498
CDCP1	16.1070972868867	-1.35935120334358	0.683913708907617	0.00153221784898021	0.00742988122847987
CFI	13.8266148292178	-1.37885658881048	0.717035278712143	0.00160111254656947	0.00768820287851808
NAV3	21.8462320198069	-1.02644314453131	0.538474295848809	0.00175280957559014	0.00829389877246891
FRZB	21.9146628709049	-1.07898523788098	0.548902574580339	0.00175444502128914	0.00829911633665989
TMEM92	13.204031958028	-1.50567239053505	0.759012320756962	0.00175802678276854	0.00831237741739941
CATSPERB	12.4246501215488	-1.4770393328956	0.775767030298019	0.00188178170311694	0.00879727298603018
SLC5A12	20.9960968041479	-1.08849421559432	0.593022768609918	0.00203436517302755	0.00939777766911334
SLC7A7	17.436009935015	-1.13576280412405	0.605403168187781	0.00210700847959892	0.00967026254764656
DMRT2	13.8809261655402	-1.23910874233741	0.695986793735542	0.00230453141187158	0.0104081431727236
GDAP1L1	20.8700020807702	1.04641340093697	0.580289464296012	0.00258401622365448	0.011461053734586
ANGPTL2	16.8527848815179	1.01307437456138	0.589126683224752	0.002868449905624	0.0125204426628366
AQP1	14.6903165977632	1.09783839525038	0.657465925723135	0.00320300259667509	0.0137257693118041
SLC22A20	9.16264838805404	1.36878291518487	0.855634915064499	0.00342244279731036	0.0144986106754701
C12orf61	10.6492297330086	1.16423131002219	0.754857736594498	0.00367078804824911	0.0152887340715445
HIST1H3D	54.410168199579	1.11800584441117	0.812613117630756	0.00446828570197824	0.0179531018588284
TAS2R31	7.2992718724005	1.34257932361967	1.08457216174041	0.00554964164545477	0.0214667911376332
ELAVL3	6.16047293569338	1.05469854239984	2.18508554626973	0.00802469709861758	0.0290294256166201
