Geneid	WT_C_1	WT_C_2	WT_C_3	WT_E_1	WT_E_2	WT_E_3
RUF5-2	15	21	45	21	20	30
YHR054W-A	0	0	0	0	0	0
YHR055C	0	0	0	0	0	0
YHR056C	318	234	406	299	212	320
YHR056W-A	0	0	0	0	0	0
YHR057C	1430	1201	1323	3305	4241	3778
YHR058C	384	338	449	577	468	487
YHR059W	716	595	477	1524	1817	875
YHR060W	1169	1381	1224	1366	1290	1582
YHR061C	175	133	191	191	244	193
YHR062C	647	593	434	388	216	164
YHR063C	3218	3274	3009	2556	2118	2134
YHR063W-A	66	99	84	25	26	21
YHR064C	5970	4651	6151	3062	1531	2657
YHR065C	1975	1774	1512	1214	507	662
YHR066W	1417	1425	1385	612	155	269
YHR067W	1022	1058	690	624	711	712
YHR068W	2961	2272	4114	1792	987	1778
YHR069C	1815	1639	1360	1214	794	886
YHR069C-A	1	0	0	0	0	0
YHR070W	304	201	216	247	117	163
YHR070C-A	95	97	75	83	61	44
YHR071W	3978	2695	3577	2693	3512	3563
tF(GAA)H1	8	9	61	0	0	3
YHR071C-A	5	4	13	5	5	12
YHR072W	2088	2270	1565	1835	1826	1800
YHR072W-A	3715	4375	3648	1964	1638	1893
YHR073W	1158	884	1332	2070	1868	1699
YHR073W-A	0	0	0	0	0	0
YHR073C-B	0	0	0	0	0	0
YHR074W	1201	1112	1465	2189	2103	2207
YHR075C	273	245	408	875	1512	1467
YHR076W	992	1038	1255	1795	1737	1585
YHR077C	1681	1349	1531	1639	1168	1369
YHR078W	957	948	1083	995	1190	1118
YHR079C	425	376	507	604	645	533
YHR079C-A	2	3	5	33	31	28
YHR080C	693	595	798	1274	2041	2709
YHR081W	1534	1787	1656	548	511	675
YHR082C	905	874	1596	1473	1940	2132
YHR083W	1139	855	1388	1362	1636	1978
YHR084W	497	451	584	359	269	453
YHR085W	944	1126	851	572	206	257
YHR086W	495	414	607	732	846	892
YHR086W-A	1	5	12	0	2	7
YHR087W	1111	1212	2368	5661	13115	12066
YHR088W	1458	1251	1184	632	158	231
YHR089C	6008	6182	4913	1561	636	1130
YHR090C	656	624	939	697	1017	977
YHR091C	555	439	594	903	962	882
YHR092C	5051	3855	10800	24959	9256	10396
YHR093W	38	53	42	230	41	38
YHR094C	7842	5799	9226	3457	1312	1487
YHR095W	15	2	9	4	4	4
YHR096C	239	201	389	2129	8292	5600
YHR097C	572	504	1064	1978	7446	5479
YHR098C	1727	1777	1924	2884	2645	1953
YHR099W	808	841	958	871	806	719
YHR100C	457	364	283	364	387	403
YHR101C	341	234	345	294	491	522
YHR102W	498	397	387	1049	799	662
YHR103W	1244	1186	1561	996	1483	1467
YHR104W	2097	1792	2629	13068	19572	19149
YHR105W	80	68	132	260	245	353
YHR106W	815	853	992	3034	2961	2439
YHR107C	1515	1068	1075	1146	1504	1313
YHR108W	1856	1186	1609	1646	1722	1574
YHR109W	240	155	141	600	465	302
YHR110W	1242	1156	1418	1315	1937	2045
YHR111W	954	898	846	1536	1399	1257
YHR112C	926	905	785	2794	2474	2165
YHR113W	1025	810	1398	2314	2694	3046
YHR114W	659	467	627	1035	1464	1613
YHR115C	877	764	873	862	1256	1098
YHR116W	289	295	392	1361	1546	1045
YHR117W	889	490	770	800	724	736
YHR118C	494	347	324	527	554	541
YHR119W	670	501	606	623	579	552
YHR120W	432	430	414	582	511	515
YHR121W	2945	3539	3063	3255	3009	2807
YHR122W	1832	1781	1706	1079	995	878
YHR123W	1124	893	982	559	530	571
YHR124W	338	333	280	544	525	468
tF(GAA)H2	0	3	1	0	3	1
YHR125W	1	1	6	7	4	11
YHR126C	2	3	0	3	5	8
YHR127W	867	849	879	391	379	381
YHR128W	3541	3200	2903	935	336	652
YHR129C	323	241	262	307	393	412
YHR130C	58	66	70	40	134	89
YHR131C	658	515	769	872	788	986
YHR131W-A	16	15	24	18	18	17
YHR132C	2518	2293	2777	2657	2868	3542
YHR132W-A	1279	1614	1546	3031	3419	3082
YHR133C	1573	1832	2020	987	836	1182
YHR134W	659	679	636	793	631	698
YHR135C	1694	1501	1689	2520	3278	3093
YHR136C	812	354	436	59	54	74
YHR137W	1202	1152	1760	1026	1014	689
YHR137C-A	0	0	0	0	0	0
YHR138C	1288	1528	1267	6274	9822	7385
YHR139C	25	20	62	1011	4819	4579
YHR139C-A	7	10	20	46	79	105
YHR140W	141	128	154	734	1813	3675
snR32	48	59	82	25	32	18
YHR141C	14251	16754	14123	6591	4850	6599
YHR142W	1418	1387	1076	754	1164	924
YHR143W	3383	2588	2484	1213	1585	2261
YHR143W-A	1608	1770	1416	981	676	777
YHR144C	771	856	762	495	344	433
tP(UGG)H	0	0	0	0	0	0
YHR145C	0	3	3	2	4	0
YHR146W	1910	1584	2210	1167	1536	1354
YHR147C	1638	1840	1539	5144	4547	3556
YHR148W	1013	1054	830	502	108	188
YHR149C	966	694	731	442	262	223
YHR150W	387	319	468	437	596	715
YHR151C	345	236	398	390	396	498
YHR152W	1249	1115	1031	861	1579	1427
YHR153C	128	103	108	50	26	18
YHR154W	891	751	887	574	243	172
YHR155W	308	262	363	358	586	597
snR71	27	23	27	16	34	30
YHR156C	382	410	390	657	598	503
YHR157W	55	68	136	135	148	157
YHR158C	875	825	962	556	550	703
YHR159W	228	178	288	461	613	608
YHR160C	68	53	114	392	478	767
YHR161C	1832	1732	2675	1977	2954	3996
YHR162W	13245	15589	11521	7129	8522	7808
YHR163W	4872	4337	4713	2931	3499	3216
YHR164C	311	360	398	766	728	579
YHR165C	1037	1236	1304	1447	1496	1411
YHR165W-A	1	1	1	2	1	1
YHR166C	597	751	631	637	905	671
YHR167W	484	543	602	368	458	413
YHR168W	385	279	424	606	730	683
YHR169W	1153	857	797	525	262	270
YHR170W	3469	3240	3514	1665	323	447
YHR171W	271	200	449	607	1223	1085
YHR172W	306	260	263	91	93	87
YHR173C	76	60	55	22	53	22
YHR174W	57701	50568	59533	21945	15833	26789
YHR175W	893	744	1015	1466	1128	1098
YHR175W-A	105	87	120	137	171	107
YHR176W	136	101	178	517	711	601
YHR177W	155	79	162	202	240	217
YHR178W	524	379	512	885	692	820
YHR179W	12439	10267	7543	7307	4392	3051
YHR180W	204	219	262	431	570	547
YHR180W-A	1	0	0	0	0	0
YHR180C-B	0	0	0	0	0	0
tT(UGU)H	0	0	0	0	0	0
YHR181W	998	947	1047	768	857	1016
YHR182W	266	185	247	332	369	283
YHR182C-A	22	19	9	4	19	2
YHR183W	20125	16548	16115	9809	9487	6193
YHR184W	96	146	69	116	107	135
YHR185C	2	6	5	6	12	12
tV(CAC)H	4	2	4	0	4	2
YHR186C	530	506	472	631	702	550
YHR187W	1081	1249	1069	1309	1017	921
YHR188C	1034	845	1319	1713	2412	2241
YHR189W	66	34	125	94	154	250
YHR190W	5030	4310	3895	5951	6659	5498
YHR191C	504	580	560	590	792	681
YHR192W	1253	1254	1256	1293	1435	1626
YHR193C	12818	11527	12079	6119	6446	7680
YHR193C-A	1	0	2	0	0	0
YHR194W	368	354	587	660	985	1143
YHR195W	1899	2063	2455	3210	4418	4490
YHR196W	2523	2650	2643	1527	403	758
YHR197W	1215	1136	944	433	151	123
YHR198C	895	893	1002	2888	3697	2974
YHR199C	544	424	726	1227	1800	1443
YHR199C-A	63	66	90	152	145	159
YHR200W	2945	2654	3010	6645	6699	5573
YHR201C	2193	2431	2270	2802	2314	2319
YHR202W	325	321	348	836	1098	809
YHR203C	13804	10560	12411	5991	3053	5016
YHR204W	597	459	639	489	436	486
YHR205W	673	565	566	741	820	625
YHR206W	699	370	629	702	445	541
YHR207C	816	935	981	812	851	996
YHR208W	13395	11821	10337	8657	4626	2681
YHR209W	740	776	287	4420	6159	3475
YHR210C	145	145	252	212	192	277
YHR211W	222	202	219	312	347	350
YHR212C	0	0	0	0	0	0
YHR212W-A	0	0	0	0	0	0
YHR213W	0	0	0	0	1	1
YHR213W-A	1	0	1	1	0	0
YHR213W-B	14	15	14	68	45	25
YHR214W	12	16	6	33	5	14
YHR214W-A	7	3	8	16	8	15
YHR214C-B	157	156	191	201	133	100
YHR214C-C	0	0	0	0	0	0
YHR214C-D	0	0	0	0	0	0
YHR214C-E	4	12	2	8	4	7
YHR215W	467	228	214	36	88	132
YHR216W	2843	3101	2346	301	137	285
YHR217C	0	0	0	0	0	0
YHR218W	0	0	0	0	0	0
YHR218W-A	0	0	0	0	0	0
YHR219W	0	0	0	3	2	0
YHR219C-A	0	0	0	0	0	0
YIL177C	0	0	0	0	0	0
YIL177W-A	0	0	0	0	0	0
YIL176C	0	0	0	0	0	0
YIL175W	0	0	0	0	0	0
YIL174W	0	0	0	0	0	0
YIL173W	20	32	38	43	21	40
YIL172C	0	0	0	0	0	0
YIL171W-A	0	0	0	0	0	0
YIL171W	11	36	13	82	28	27
YIL170W	73	70	41	179	97	59
YIL169C	1385	1210	962	891	582	701
YIL166C	161	156	246	376	664	663
YIL165C	555	784	627	558	700	723
YIL164C	763	883	766	639	784	872
YIL163C	57	60	67	43	84	49
YIL162W	351	247	420	2005	2662	1338
YIL161W	847	997	832	989	1069	1038
YIL160C	78	76	55	1775	2078	6279
YIL159W	220	219	328	449	450	180
YIL158W	1940	2071	1739	506	583	975
YIL157C	986	973	1052	3452	3339	2672
YIL156W-A	1	6	3	6	8	5
YIL156W-B	919	1195	998	1439	1741	1578
YIL156W	299	299	392	679	829	757
YIL155C	370	278	642	2101	3770	2943
YIL154C	1003	1271	1371	2852	3503	3917
YIL153W	340	349	539	784	1244	1175
YIL152W	387	372	419	724	1142	1032
YIL151C	757	935	1188	1389	1679	1801
YIL150C	141	138	101	384	121	134
YIL149C	972	738	993	974	921	1161
YIL148W	21224	23476	20239	9689	7207	10393
YIL147C	726	687	940	951	863	783
YIL146C	201	150	265	504	580	452
YIL145C	1379	1123	1369	1502	1459	1436
YIL144W	717	637	883	488	783	804
YIL143C	952	815	1134	1394	1323	1652
YIL142C-A	0	0	0	0	0	1
YIL142W	4314	3716	4161	4913	4132	3367
YIL141W	17	5	11	6	8	9
YIL140W	473	464	369	366	400	221
YIL139C	514	686	671	464	466	600
YIL138C	2944	3274	2793	3586	3622	3598
YIL137C	730	549	767	1053	1116	1443
YIL136W	1135	1233	2052	29020	39076	35738
YIL135C	723	496	715	907	1139	1276
YIL134C-A	3	2	3	2	4	9
snR68	68	48	38	73	47	41
YIL134W	396	436	512	877	812	664
YIL133C	13672	11325	13501	4512	2108	3613
YIL132C	69	63	93	41	84	97
YIL131C	685	429	422	180	245	277
YIL130W	890	749	863	464	377	598
YIL129C	634	678	872	1105	1407	1234
YIL128W	641	610	641	800	624	695
YIL127C	1862	2059	1758	759	264	378
YIL126W	1087	945	1462	1143	1020	1066
YIL125W	1062	980	1036	3003	4019	3916
YIL124W	3141	3422	3832	6944	8687	9602
YIL123W	896	840	982	1401	1293	582
YIL122W	272	205	422	640	506	795
YIL121W	826	855	3742	368	491	2741
YIL120W	271	290	300	575	645	790
YIL119C	676	640	491	184	195	278
YIL118W	2539	2770	2606	1632	1300	1710
YIL117C	721	785	563	557	443	432
YIL116W	7332	8231	5687	2980	2619	3302
YIL115W-A	6	7	5	1	10	6
YIL115C	860	886	999	1308	1097	1188
YIL114C	506	573	721	705	764	886
YIL113W	160	128	244	507	1641	1698
YIL112W	870	917	1030	1551	1407	1443
YIL111W	2364	2883	3253	4739	6275	8362
YIL110W	1458	1407	1434	696	484	568
YIL109C	1829	1767	2098	2777	3140	2592
YIL108W	439	449	662	908	1560	1251
YIL107C	561	463	745	2547	3407	3103
YIL106W	610	539	550	563	1036	996
YIL105C	583	551	1126	861	2343	2086
YIL105W-A	0	0	0	0	0	0
YIL104C	606	550	430	479	294	319
YIL103W	1181	1256	1140	677	357	348
YIL102C-A	174	120	184	152	133	126
YIL102C	22	8	18	16	14	16
tT(AGU)I1	7	9	6	3	3	3
YIL101C	85	125	232	501	1438	1379
YIL100C-A	0	1	1	2	15	12
YIL100W	1	0	1	6	2	3
YIL099W	73	60	64	369	631	654
YIL098C	664	703	677	2366	2324	1529
YIL097W	378	355	588	1247	1856	1867
YIL096C	492	515	599	284	150	114
tI(AAU)I1	0	0	0	0	1	3
YIL095W	535	474	489	762	835	866
YIL094C	7307	7070	7536	3016	2257	3334
YIL093C	1781	1734	1391	4830	4009	2409
YIL092W	361	284	304	383	235	266
YIL091C	1121	913	722	756	231	281
YIL090W	699	595	722	561	509	612
YIL089W	181	237	245	217	359	401
tE(CUC)I	0	0	0	0	0	0
YIL088C	2073	1819	2176	2963	2997	3019
YIL087C	558	620	707	3864	4734	3904
YIL086C	26	28	40	151	245	157
YIL085C	1147	1047	1395	1273	976	1010
YIL084C	242	192	227	319	145	270
YIL083C	834	763	861	1144	1163	983
YIL082W	0	0	0	0	0	0
YIL082W-A	256	177	206	321	349	240
tI(AAU)I2	0	0	0	0	0	0
YIL079C	675	492	483	359	123	213
YIL078W	9548	9716	12045	4268	2609	3787
YIL077C	534	470	922	1072	2574	2544
YIL076W	4553	4998	4886	6887	5352	5549
YIL075C	5393	5285	6824	11716	10385	8854
YIL074C	1590	1397	2420	1606	1328	1716
YIL073C	326	321	266	598	612	497
YIL072W	106	141	120	323	412	429
YIL071W-A	36	56	40	103	136	118
YIL071C	230	243	294	580	545	699
YIL070C	1574	1614	1320	5360	4300	2704
YIL069C	9011	7562	8456	3152	1218	2050
YIL068W-A	0	0	2	2	4	2
YIL068C	539	306	525	640	686	662
YIL067C	505	481	530	1127	900	1067
YIL066W-A	1	4	1	0	1	0
YIL066C	58	39	46	134	168	170
YIL065C	1254	1418	1277	4196	5204	4918
YIL064W	1129	1190	1012	525	363	558
YIL063C	2096	1956	2064	2786	3264	3371
YIL062C	4099	4566	3782	7148	7766	7177
YIL061C	255	166	263	215	241	266
YIL060W	2	1	7	7	13	6
YIL059C	10	14	12	10	45	28
YIL058W	65	66	101	79	91	81
YIL057C	7	10	6	718	169	89
tS(UGA)I	4	7	1	2	1	4
YIL056W	701	499	685	566	551	592
YIL055C	102	120	219	440	1051	920
YIL054W	0	2	2	3	2	0
YIL053W	14263	12901	14007	5684	1472	2795
YIL052C	14659	15036	14174	5454	3379	5207
YIL051C	2031	1670	2421	4384	5522	5125
YIL050W	901	723	777	1522	2444	1198
YIL049W	255	245	336	144	251	318
YIL048W	634	468	598	817	962	900
YIL047C-A	0	2	4	0	0	2
YIL047C	1247	889	1547	1563	512	906
YIL046W-A	7	3	2	3	4	13
YIL046W	621	453	787	773	860	766
YIL045W	397	359	510	897	2484	1740
YIL044C	841	525	730	1029	1071	962
YIL043C	6365	6997	5873	7006	6235	6065
YIL042C	232	261	524	586	1084	993
YIL041W	2565	1871	2508	3209	3949	3801
YIL040W	1096	1209	1038	652	539	516
YIL039W	2053	1686	2234	2141	1765	2008
YIL038C	1029	970	1068	1024	844	1073
YIL037C	94	95	154	151	180	173
YIL036W	851	684	1336	1242	2058	2022
YIL035C	1870	2022	2169	1625	1496	1825
YIL034C	1242	961	1322	2772	3870	3775
YIL033C	1983	1705	2190	5742	7817	6151
YIL032C	10	5	0	4	34	18
YIL031W	272	265	405	300	355	425
YIL030W-A	13	11	30	15	27	16
YIL030C	1034	1168	1404	1834	1585	1178
YIL029W-A	0	1	0	1	1	0
tK(CUU)I	0	0	3	0	0	0
YIL029C	151	197	303	124	156	376
YIL028W	31	46	69	55	46	76
YIL027C	1395	1656	1600	925	1041	1066
YIL026C	616	491	649	454	332	257
YIL025C	10	1	8	1	0	1
YIL024C	169	161	201	461	532	442
YIL023C	943	1286	1232	1942	2108	1872
YIL022W	1698	1265	1556	2886	2809	2500
YIL021W	1156	1013	1158	1052	1028	1114
YIL021C-A	0	0	0	0	0	0
YIL020C-A	53	70	68	54	94	52
YIL020C	731	757	769	296	381	494
YIL019W	775	584	511	124	50	78
YIL018W	33562	33003	32624	10357	5138	10615
YIL017C	597	616	1123	1622	2461	2672
YIL016W	1788	1858	1649	911	923	1273
YIL015W	1391	1047	1682	177	199	461
tD(GUC)I1	4	6	1	1	0	0
YIL014C-A	272	323	392	630	814	702
tT(AGU)I2	1	3	0	0	0	0
YIL014W	1052	996	1583	1231	1167	1480
YIL013C	354	275	196	407	459	403
YIL012W	9	5	11	11	17	13
YIL011W	117	65	113	83	120	95
YIL010W	436	339	459	1012	1777	1703
YIL009C-A	743	783	809	454	595	620
tD(GUC)I2	0	1	0	2	0	1
YIL009W	690	621	863	465	333	470
YIL008W	1359	1592	1352	767	513	524
YIL007C	568	446	497	1141	1394	1071
YIL006W	117	103	254	201	477	554
YIL005W	905	686	930	1282	1295	1441
YIL004C	811	950	874	920	1065	1036
YIL003W	780	883	903	719	667	643
YIL002W-A	1301	1448	1231	1063	1030	1087
YIL002C	703	574	667	1069	1197	1292
YIL001W	513	428	454	798	670	579
YIR001C	736	454	678	869	740	834
YIR002C	706	820	745	1461	1462	1120
YIR003W	850	688	771	2049	2516	2330
YIR004W	1837	1798	1924	2232	2215	2230
YIR005W	612	724	487	585	689	620
YIR006C	538	411	666	1141	1380	1452
tE(UUC)I	0	2	0	0	2	1
YIR007W	184	186	271	574	790	1000
YIR008C	756	739	726	832	1186	1117
YIR009W	288	167	242	373	526	378
YIR010W	641	550	535	590	860	900
YIR011C	1638	1778	1768	2555	2299	2085
YIR012W	2953	3105	2512	2397	1169	1331
YIR013C	8	7	8	4	9	10
YIR014W	44	31	69	38	151	269
YIR015W	137	178	282	182	264	365
YIR016W	346	571	940	1333	2971	3401
YIR017C	8	9	12	27	58	41
YIR017W-A	3	3	4	3	14	21
YIR018W	252	220	501	497	468	724
YIR018C-A	53	57	149	96	109	126
YIR019C	48	34	45	60	113	128
ICR1	73	77	91	113	135	141
YIR020C	0	0	0	0	0	0
YIR020W-A	0	0	0	0	0	0
PWR1	0	0	0	0	0	0
YIR020C-B	0	0	0	0	0	0
YIR021W	265	171	234	338	421	280
YIR021W-A	7	2	11	4	5	4
YIR022W	1579	1498	1657	1445	2150	2027
YIR023W	324	220	345	344	183	369
YIR023C-A	1	1	1	2	7	4
YIR024C	688	818	670	1527	1760	1226
YIR025W	285	211	248	617	702	634
YIR026C	1102	921	1021	518	180	194
YIR027C	76	79	61	146	178	309
YIR028W	167	134	108	288	354	248
YIR029W	201	188	157	389	456	513
YIR030C	355	490	182	244	197	182
YIR030W-A	0	6	0	8	11	10
YIR031C	1069	995	716	747	563	746
YIR032C	1832	2201	235	1216	1021	588
YIR033W	831	899	868	7360	7301	4949
YIR034C	2506	2056	1891	787	1046	1144
YIR035C	4539	5925	4257	11965	5989	7126
YIR036C	380	290	499	1436	2151	2391
YIR036W-A	0	0	1	5	7	9
YIR037W	1889	1417	2140	7084	7713	8002
YIR038C	1221	1042	1410	12304	14756	20224
YIR039C	298	339	240	573	1183	1475
YIR040C	4	0	1	6	5	4
YIR041W	4	0	4	4	16	1
YIR042C	242	524	252	249	311	220
YCL076W	0	0	0	0	0	0
YCL075W	0	0	0	0	0	0
YCL074W	0	0	0	0	0	0
YCL073C	0	0	0	0	0	1
YCL069W	0	0	0	0	2	0
YCL068C	17	15	4	19	30	2
YCL067C	0	1	0	1	2	2
YCL066W	0	0	0	0	0	0
YCL065W	2	1	0	1	2	6
YCL064C	52	48	70	39	28	54
YCL063W	409	397	320	143	242	300
YCL061C	624	539	508	495	364	355
YCL059C	3217	3345	3059	1045	337	412
YCL058C	115	125	104	204	228	213
YCL058W-A	0	0	0	0	0	0
YCL057C-A	1959	1980	1645	3615	3469	3866
YCL057W	1482	1365	1737	4350	4823	4513
YCL056C	463	548	593	637	899	856
YCL055W	836	900	978	1059	1219	928
YCL054W-A	409	671	266	316	217	133
YCL054W	2566	2438	2083	1246	292	375
YCL052C	2008	2009	2217	2604	3379	3233
YCL051W	695	710	883	601	964	1062
YCL050C	3415	3003	3513	2811	3497	3565
YCL049C	996	1039	768	3007	2911	2921
YCL048W-A	22	35	25	209	1057	1649
YCL048W	21	37	23	64	88	76
YCL047C	804	889	649	1104	1613	1211
YCL045C	1558	1039	1841	1326	1329	1698
YCL046W	4	5	1	2	4	3
YCL044C	234	193	207	343	596	469
YCL043C	6749	5509	6592	15418	15185	12747
YCL041C	7	8	8	43	118	105
YCL042W	0	1	5	12	42	48
YCL040W	3517	3377	8727	23561	29435	32283
YCL039W	508	555	617	1148	1978	1765
YCL038C	391	311	540	1264	1377	1444
YCL037C	116	104	100	95	44	53
YCL036W	721	812	458	576	293	210
YCL035C	3236	3693	3101	15482	19223	17827
YCL034W	1824	1750	2174	2236	3511	3600
YCL033C	993	1071	879	3616	3814	3386
YCL032W	784	657	652	1267	1537	1446
YCL031C	2847	3063	3251	1745	989	1480
YCL030C	11465	9265	11117	2843	2528	4073
YCL029C	728	568	559	696	626	732
YCL028W	1403	790	1022	1906	1723	2106
YCL027W	118	107	170	218	236	147
YCL026C-B	219	188	204	553	694	508
YCL026C-A	114	125	50	10	8	19
YCL025C	10926	8098	5853	9135	4420	5248
YCL023C	0	0	0	1	4	0
YCL024W	478	434	493	242	212	236
YCL022C	0	0	0	0	0	0
tE(UUC)C	9	27	13	2	1	2
YCL021W-A	78	113	160	84	117	135
YCL020W	0	0	0	0	0	0
YCL019W	78	77	0	89	48	0
tL(CAA)C	4	4	0	2	6	0
YCL018W	7350	7059	2	9226	3667	4
YCL017C	1226	881	862	2235	1782	1663
YCL016C	507	396	452	591	557	530
YCL014W	380	360	324	414	448	283
YCL012C	282	310	288	461	830	626
YCL011C	4311	4947	5094	3480	3666	4639
YCL010C	490	408	767	534	569	769
YCL009C	3637	3137	4139	2435	3279	4380
YCL008C	329	243	419	455	706	717
YCL007C	6	4	11	7	17	12
YCL005W-A	347	379	298	244	270	255
snR43	205	238	159	162	173	135
YCL005W	683	521	585	362	503	540
YCL004W	316	207	305	453	430	427
YCL002C	761	890	1095	656	497	566
YCL001W	2629	3189	2623	1189	1566	1695
YCL001W-A	25	38	37	56	33	35
YCL001W-B	40	31	46	80	33	63
YCR001W	49	46	31	79	79	93
YCR002C	1678	1500	1653	1713	2247	1919
YCR003W	1480	1787	1373	2900	3181	2088
YCR004C	2487	2610	4091	5281	6582	7684
YCR005C	13890	15534	13836	4460	3108	4310
YCR006C	66	25	89	93	69	130
tP(AGG)C	8	6	8	6	3	11
YCR007C	180	208	339	587	851	958
tN(GUU)C	0	0	1	0	0	1
YCR008W	1438	1284	1874	2026	1600	1458
YCR009C	4068	4201	4458	8120	6886	7147
YCR010C	16	13	50	41	48	42
YCR011C	1323	1305	2124	2299	3240	3323
YCR012W	27425	24176	31934	24980	22367	29132
YCR013C	35	34	61	42	29	32
YCR014C	293	425	511	887	761	437
YCR015C	335	393	438	641	355	482
snR33	238	386	363	268	154	280
tG(GCC)C	0	0	0	0	0	0
YCR016W	1230	1129	1146	789	425	500
YCR017C	1271	1125	1695	1693	1904	1757
YCR018C	637	856	834	1090	914	1146
tM(CAU)C	0	0	0	0	0	0
tK(CUU)C	0	0	0	0	0	0
YCR018C-A	9	23	31	22	20	36
YCR019W	491	307	505	641	763	776
YCR020C	296	286	267	448	424	374
YCR020C-A	1062	1298	935	1075	865	837
YCR020W-B	581	713	531	720	493	434
YCR021C	8377	11007	8886	7195	1228	1093
YCR022C	18	34	36	7	1	3
YCR023C	1437	1326	1589	1116	1197	1267
YCR024C	308	249	256	874	1064	607
YCR024C-B	5171	5244	5705	7777	6227	6813
YCR024C-A	3591	3519	3862	5350	3766	4614
YCR025C	14	35	23	45	20	22
YCR026C	864	697	888	1366	1055	1387
YCR027C	446	330	408	367	402	377
tQ(UUG)C	1	0	3	0	0	0
YCR028C	385	304	489	420	291	350
YCR028C-A	3556	3652	3837	3693	3300	3390
YCR030C	713	597	680	1647	2246	1953
snR65	10	10	28	20	2	10
YCR031C	10123	7961	9258	4929	4166	5692
snR189	10	20	21	5	4	8
YCR032W	623	690	605	1425	1375	1244
YCR033W	856	550	867	852	696	922
YCR034W	3732	2980	2463	806	541	646
YCR035C	2043	2065	1879	2014	1443	1457
YCR036W	1848	2120	2173	4672	4882	4700
YCR037C	1036	934	1057	1202	767	784
YCR038C	209	173	239	311	530	462
YCR038W-A	0	0	0	0	0	0
YCR039C	17	30	24	20	41	19
YCR040W	0	0	0	0	0	0
YCR041W	14	13	9	17	36	20
YCR042C	967	976	1040	1382	1064	1316
YCR043C	1775	1576	1216	685	502	612
YCR044C	960	987	1217	447	664	912
YCR045C	271	206	260	204	283	293
YCR045W-A	0	0	0	0	0	0
YCR046C	589	589	635	2435	3063	2116
YCR047C	773	913	703	800	562	504
YCR047W-A	0	0	0	0	0	0
YCR049C	0	2	1	2	1	3
YCR048W	204	159	229	300	379	755
YCR050C	7	9	6	9	14	10
YCR051W	1128	984	1055	880	1088	1120
YCR052W	872	814	893	881	727	866
YCR053W	5819	4795	6031	2717	2032	3444
YCR054C	481	441	370	850	592	495
YCR057C	1284	783	971	590	106	195
YCR059C	1092	918	943	707	453	712
YCR060W	1272	1365	837	1184	1011	918
YCR061W	139	131	160	329	483	397
tS(CGA)C	5	7	2	1	2	2
YCR064C	10	9	20	6	6	7
YCR063W	37	20	16	36	40	53
YCR065W	207	198	233	161	245	327
YCR066W	378	368	438	453	613	592
YCR067C	790	668	793	1137	1166	1220
YCR068W	119	76	128	328	414	507
YCR069W	894	773	1146	1100	1813	1978
YCR071C	870	787	760	2133	2336	1467
YCR072C	549	517	442	338	74	151
YCR073C	511	427	434	459	294	362
YCR073W-A	534	507	739	1425	2100	2278
YCR075C	609	767	790	398	883	1081
YCR075W-A	512	432	423	699	733	700
YCR076C	633	872	863	2025	2401	2654
YCR077C	1314	1450	1746	1810	1786	1868
YCR079W	524	660	889	1386	2048	1753
YCR081W	164	125	205	282	197	232
YCR081C-A	0	0	0	0	0	0
YCR082W	1992	2330	2180	4005	3955	4182
YCR083W	653	774	589	3385	4450	3675
YCR084C	1096	810	892	1014	1157	1195
YCR085W	6	28	22	8	8	22
YCR086W	304	178	161	277	401	230
YCR087W	0	0	3	0	0	0
YCR087C-A	0	0	0	0	0	0
YCR088W	1095	805	1228	3089	3625	4674
YCR089W	152	92	158	134	128	131
YCR090C	1302	1866	1579	1562	1303	1447
YCR091W	136	77	303	635	1111	1206
YCR092C	548	412	420	651	632	609
YCR093W	924	838	1114	1190	1318	966
YCR094W	398	355	448	484	669	503
YCR095C	900	1038	1208	1315	1156	1197
YCR095W-A	15	7	18	13	38	28
YCR096C	0	0	1	0	0	1
YCR097W	1388	1903	1725	2660	3589	3301
YCR097W-A	9	7	10	8	9	14
tT(AGU)C	4	7	3	0	0	0
YCR098C	609	269	47	239	148	115
YCR099C	93	108	86	107	135	80
YCR100C	145	102	87	124	130	151
YCR101C	59	41	44	40	51	71
YCR102C	944	916	196	319	414	124
YCR102W-A	4	4	7	2	2	1
YCR104W	10	7	12	6	8	7
YCR105W	209	241	112	596	524	381
YCR106W	182	176	212	228	132	141
YCR107W	356	426	380	595	504	227
YCR108C	0	0	0	0	0	0
YFL068W	0	0	0	0	0	0
YFL067W	30	14	27	46	137	55
YFL066C	17	4	18	30	27	27
YFL065C	1	3	3	4	0	3
YFL064C	4	0	2	6	2	0
YFL063W	0	2	0	0	2	0
YFL062W	66	49	22	111	172	52
YFL061W	10	3	13	24	32	12
YFL060C	47	21	24	63	66	43
YFL059W	65	73	103	326	335	258
YFL058W	0	4	8	78	105	35
YFL056C	1898	2130	672	2149	1836	873
YFL055W	61	40	71	284	284	386
YFL054C	219	155	426	3779	1954	2782
YFL053W	22	20	19	4460	482	600
YFL052W	14	12	64	91	74	58
YFL051C	8	11	14	75	53	34
YFL050C	426	371	334	380	353	448
YFL049W	919	713	986	1143	1033	1185
YFL048C	2392	2487	2916	2807	2765	2892
YFL047W	646	477	660	786	937	937
YFL046W	1117	1229	1188	1430	1748	1679
