	WT_C_1	WT_C_2	WT_C_3	WT_E_1	WT_E_2	WT_E_3
YHR114W	9.64345216023748	9.41424244442251	9.5287665689796	9.83685364825733	10.1182225831846	10.2134935572531
YHR115C	9.91486342371659	9.84443671384705	9.83276346059144	9.71877068016658	10.0137581769182	9.9064753564555
YHR116W	8.81691102689692	8.8715163782491	8.97334804288934	9.91978406777924	10.0156033278588	9.6663869282691
YHR117W	9.7761634999506	9.31706511114824	9.57000601881423	9.49547542239251	9.39219888761978	9.41305052992695
YHR118C	8.99603157573768	8.74436804592379	8.57129614369466	8.86426500527828	8.88586834853957	8.87329409826217
YHR119W	9.40577583479498	9.20467178173223	9.24085951537958	9.15824732833726	9.07802691346249	9.04664521033845
YHR120W	8.90972649522308	8.95155005695305	8.79768680238974	8.97629931851373	8.84681093217415	8.86061005051486
YHR121W	11.6511691356574	11.8596487901281	11.6053246045481	11.5500050174599	11.4641990726301	11.4144593639494
YHR122W	10.7602251644476	10.7838739589619	10.6135350469054	10.1218569004877	10.0387858123033	9.94948176184138
YHR123W	10.0073864449012	9.84920917277642	9.80294378506606	9.22878966251853	9.16889541483523	9.23323085375378
YHR124W	8.60251135630493	8.63515309269178	8.37743472537296	8.81921892209564	8.76774147850318	8.67794655665326
tF(GAA)H2	0.236105331447151	0.518212764309216	0.326327877057659	0.230519354547684	0.459655679934532	0.313606444840123
YHR125W	1.90008187051014	1.90811149241476	2.24986523970673	2.26213076169111	2.07939199751522	2.44875478872074
YHR126C	1.59991753195755	1.69559460518989	1.40450080643695	1.63328349522413	1.75627837206978	1.92419707858578
YHR127W	9.64055462446669	9.67093518822283	9.56904726014399	8.79080672799277	8.74902670097373	8.75960864291234
YHR128W	11.4396971982409	11.3944074504886	11.1620681007598	10.0899981594578	9.40342419462285	9.81884052320597
YHR129C	8.41929102371436	8.22189333524506	8.17070684291507	8.19639136026816	8.37957190927775	8.42680498187862
YHR130C	6.0927777361771	6.23171281215631	6.16398987660192	5.68909236801617	6.56620540063821	6.23993772018392
YHR131C	9.53567665393575	9.3793081697253	9.58874809069475	9.58834203696541	9.48296481058698	9.67991227884481
YHR131W-A	4.15858545675841	4.15282149485541	4.34947124986179	4.10135256614239	4.08781596999221	4.06166525987384
YHR132C	11.4468744832576	11.4135687691876	11.4511079819185	11.3081109519684	11.3512402633742	11.5382961714239
YHR132W-A	10.7462003801479	10.9776235099749	10.8226088790241	11.2825395582361	11.3676835240727	11.2835738777719
YHR133C	10.63174084168	10.8170036586802	10.7721157313624	10.0607604081287	9.91563671574551	10.1914558443431
YHR134W	9.47971964458332	9.55164165651313	9.37157121321026	9.45088273613183	9.24211600521935	9.33123408403157
YHR135C	10.9786060769755	10.9246526574773	10.9012025362631	11.1274059831086	11.3327876605276	11.2901865761718
